Rec,Name,Team,Positions,Rank,ADP,PlayerInfo,PTS,Projections,Link,Last,Description,Status,Year
871,Tomas Nido,NYM,C,880.0,661.0,Tomas Nido (NYM - C),68,.227|22R|4HR|21RBI|1SB,https://www.fantasypros.com/mlb/players/tomas-nido.php,Nido,".227|22R|4HR|21RBI|1SB
",,2023
872,Zack Britton,FA,RP,881.0,999.0,Zack Britton (FA - RP),47,1-1-0SV|4.18|1.53|7.50K9,https://www.fantasypros.com/mlb/players/zach-britton.php,Britton,"1-1-0SV|4.18|1.53|7.50K9
",FA,2023
873,Kirby Yates,ATL,RP,882.0,705.0,Kirby Yates (ATL - RP),74,2-2-0SV|5.38|1.46|10.13K9,https://www.fantasypros.com/mlb/players/kirby-yates.php,Yates,"2-2-0SV|5.38|1.46|10.13K9
",,2023
874,Mark Vientos,NYM,DH,883.0,795.0,Mark Vientos (NYM - DH),25,.229|6R|2HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/mark-vientos.php,Vientos,".229|6R|2HR|7RBI|0SB
",,2023
875,Willi Castro,MIN,OF,884.0,813.0,Willi Castro (MIN - OF),57,.249|16R|3HR|12RBI|3SB,https://www.fantasypros.com/mlb/players/willi-castro.php,Castro,".249|16R|3HR|12RBI|3SB
",NRI,2023
876,Cole Ragans,TEX,SP,885.0,840.0,Cole Ragans (TEX - SP),69,2-2-0SV|4.63|1.37|7.40K9,https://www.fantasypros.com/mlb/players/cole-ragans.php,Ragans,"2-2-0SV|4.63|1.37|7.40K9
",,2023
877,Ceddanne Rafaela,BOS,OF,886.0,999.0,Ceddanne Rafaela (BOS - OF),8,.246|3R|0HR|3RBI|1SB,https://www.fantasypros.com/mlb/players/ceddanne-rafaela.php,Rafaela,".246|3R|0HR|3RBI|1SB
",MiLB,2023
878,Joey Wiemer,MIL,OF,887.0,789.0,Joey Wiemer (MIL - OF),20,.221|6R|2HR|6RBI|2SB,https://www.fantasypros.com/mlb/players/joey-wiemer.php,Wiemer,".221|6R|2HR|6RBI|2SB
",NRI,2023
879,Donovan Solano,MIN,"1B,DH",889.0,999.0,"Donovan Solano (MIN - 1B,DH)",99,.274|23R|4HR|24RBI|0SB,https://www.fantasypros.com/mlb/players/donovan-solano.php,Solano,".274|23R|4HR|24RBI|0SB
",,2023
880,Bryan Mata,BOS,SP,890.0,911.0,Bryan Mata (BOS - SP),30,1-1-0SV|4.40|1.44|8.44K9,https://www.fantasypros.com/mlb/players/bryan-mata.php,Mata,"1-1-0SV|4.40|1.44|8.44K9
",MiLB,2023
881,Cole Winn,TEX,SP,891.0,863.0,Cole Winn (TEX - SP),7,1-1-0SV|5.35|1.62|8.18K9,https://www.fantasypros.com/mlb/players/cole-winn.php,Winn,"1-1-0SV|5.35|1.62|8.18K9
",MiLB,2023
882,Dustin Harris,TEX,OF,892.0,842.0,Dustin Harris (TEX - OF),13,.255|3R|1HR|3RBI|1SB,https://www.fantasypros.com/mlb/players/dustin-harris.php,Harris,".255|3R|1HR|3RBI|1SB
",MiLB,2023
883,Stuart Fairchild,CIN,OF,893.0,999.0,Stuart Fairchild (CIN - OF),75,.237|21R|6HR|20RBI|3SB,https://www.fantasypros.com/mlb/players/stuart-fairchild.php,Fairchild,".237|21R|6HR|20RBI|3SB
",MiLB,2023
884,Charles Leblanc,MIA,2B,894.0,999.0,Charles Leblanc (MIA - 2B),18,.233|6R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/charles-leblanc.php,Leblanc,".233|6R|1HR|5RBI|1SB
",NRI,2023
885,Vimael Machin,PHI,3B,895.0,999.0,Vimael Machin (PHI - 3B),25,.227|8R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/vimael-machin.php,Machin,".227|8R|1HR|5RBI|0SB
",NRI,2023
886,Pavin Smith,ARI,"DH,OF",896.0,797.0,"Pavin Smith (ARI - DH,OF)",84,.253|19R|5HR|19RBI|1SB,https://www.fantasypros.com/mlb/players/pavin-smith.php,Smith,".253|19R|5HR|19RBI|1SB
",,2023
887,Donny Sands,DET,C,897.0,999.0,Donny Sands (DET - C),36,.230|10R|2HR|10RBI|0SB,https://www.fantasypros.com/mlb/players/donny-sands.php,Sands,".230|10R|2HR|10RBI|0SB
",,2023
888,Ken Giles,FA,RP,898.0,999.0,Ken Giles (FA - RP),50,1-1-1SV|5.49|1.51|10.74K9,https://www.fantasypros.com/mlb/players/kenneth-giles.php,Giles,"1-1-1SV|5.49|1.51|10.74K9
",FA,2023
889,Davis Martin,CWS,SP,899.0,831.0,Davis Martin (CWS - SP),96,3-5-0SV|4.90|1.38|7.53K9,https://www.fantasypros.com/mlb/players/davis-martin.php,Martin,"3-5-0SV|4.90|1.38|7.53K9
",,2023
890,Pedro Leon,HOU,OF,900.0,866.0,Pedro Leon (HOU - OF),18,.194|5R|1HR|4RBI|2SB,https://www.fantasypros.com/mlb/players/pedro-leon.php,Leon,".194|5R|1HR|4RBI|2SB
",MiLB,2023
891,Paul DeJong,STL,SS,901.0,622.0,Paul DeJong (STL - SS),78,.208|23R|8HR|24RBI|2SB,https://www.fantasypros.com/mlb/players/paul-dejong.php,DeJong,".208|23R|8HR|24RBI|2SB
",,2023
892,Ethan Small,MIL,SP,902.0,834.0,Ethan Small (MIL - SP),53,1-2-0SV|4.69|1.43|8.74K9,https://www.fantasypros.com/mlb/players/ethan-small.php,Small,"1-2-0SV|4.69|1.43|8.74K9
",MiLB,2023
893,Garrett Stubbs,PHI,C,903.0,681.0,Garrett Stubbs (PHI - C),52,.228|15R|3HR|13RBI|2SB,https://www.fantasypros.com/mlb/players/garrett-stubbs.php,Stubbs,".228|15R|3HR|13RBI|2SB
",,2023
894,Ryan Kreidler,DET,"3B,SS",904.0,999.0,"Ryan Kreidler (DET - 3B,SS)",67,.222|21R|4HR|18RBI|4SB,https://www.fantasypros.com/mlb/players/ryan-kreidler.php,Kreidler,".222|21R|4HR|18RBI|4SB
",,2023
895,Jake Meyers,HOU,OF,905.0,800.0,Jake Meyers (HOU - OF),90,.236|26R|6HR|26RBI|4SB,https://www.fantasypros.com/mlb/players/jacob-meyers.php,Meyers,".236|26R|6HR|26RBI|4SB
",,2023
896,Yadiel Hernandez,WSH,OF,906.0,857.0,Yadiel Hernandez (WSH - OF),61,.251|14R|4HR|15RBI|1SB,https://www.fantasypros.com/mlb/players/yadiel-hernandez-of.php,Hernandez,".251|14R|4HR|15RBI|1SB
",MiLB,2023
897,Luis Guillorme,NYM,"2B,3B",907.0,695.0,"Luis Guillorme (NYM - 2B,3B)",107,.264|25R|2HR|19RBI|1SB,https://www.fantasypros.com/mlb/players/luis-guillorme.php,Guillorme,".264|25R|2HR|19RBI|1SB
",,2023
898,Ryan Weathers,SD,SP,908.0,999.0,Ryan Weathers (SD - SP),30,1-1-0SV|5.22|1.44|6.75K9,https://www.fantasypros.com/mlb/players/ryan-weathers.php,Weathers,"1-1-0SV|5.22|1.44|6.75K9
",,2023
899,Kevin Plawecki,PIT,C,909.0,999.0,Kevin Plawecki (PIT - C),48,.244|11R|2HR|11RBI|0SB,https://www.fantasypros.com/mlb/players/kevin-plawecki.php,Plawecki,".244|11R|2HR|11RBI|0SB
",NRI,2023
900,Bryse Wilson,MIL,SP,910.0,749.0,Bryse Wilson (MIL - SP),82,3-3-0SV|4.69|1.41|6.71K9,https://www.fantasypros.com/mlb/players/bryse-wilson.php,Wilson,"3-3-0SV|4.69|1.41|6.71K9
",,2023
901,Adam Engel,SD,OF,911.0,999.0,Adam Engel (SD - OF),85,.227|27R|5HR|22RBI|10SB,https://www.fantasypros.com/mlb/players/adam-engel.php,Engel,".227|27R|5HR|22RBI|10SB
",,2023
902,Matt Wallner,MIN,OF,912.0,822.0,Matt Wallner (MIN - OF),23,.217|8R|2HR|10RBI|1SB,https://www.fantasypros.com/mlb/players/matt-wallner.php,Wallner,".217|8R|2HR|10RBI|1SB
",MiLB,2023
903,Tyler Freeman,CLE,3B,913.0,909.0,Tyler Freeman (CLE - 3B),63,.265|15R|2HR|13RBI|2SB,https://www.fantasypros.com/mlb/players/tyler-freeman-ss.php,Freeman,".265|15R|2HR|13RBI|2SB
",MiLB,2023
904,Luke Maile,CIN,C,914.0,999.0,Luke Maile (CIN - C),50,.224|17R|3HR|16RBI|0SB,https://www.fantasypros.com/mlb/players/luke-maile.php,Maile,".224|17R|3HR|16RBI|0SB
",,2023
905,Ildemaro Vargas,WSH,3B,915.0,838.0,Ildemaro Vargas (WSH - 3B),91,.242|21R|3HR|20RBI|2SB,https://www.fantasypros.com/mlb/players/ildemaro-vargas.php,Vargas,".242|21R|3HR|20RBI|2SB
",,2023
906,Jordan Luplow,ATL,OF,916.0,999.0,Jordan Luplow (ATL - OF),88,.212|22R|8HR|22RBI|3SB,https://www.fantasypros.com/mlb/players/jordan-luplow.php,Luplow,".212|22R|8HR|22RBI|3SB
",,2023
907,Danny Mendick,NYM,SS,917.0,777.0,Danny Mendick (NYM - SS),44,.244|13R|2HR|11RBI|2SB,https://www.fantasypros.com/mlb/players/daniel-mendick.php,Mendick,".244|13R|2HR|11RBI|2SB
",,2023
908,Luis Torrens,CHC,C,918.0,999.0,Luis Torrens (CHC - C),37,.239|10R|3HR|11RBI|0SB,https://www.fantasypros.com/mlb/players/luis-torrens.php,Torrens,".239|10R|3HR|11RBI|0SB
",NRI,2023
909,Robinson Chirinos,FA,C,919.0,999.0,Robinson Chirinos (FA - C),41,.195|12R|4HR|14RBI|1SB,https://www.fantasypros.com/mlb/players/robinson-chirinos.php,Chirinos,".195|12R|4HR|14RBI|1SB
",FA,2023
910,Kole Calhoun,SEA,"DH,OF",920.0,914.0,"Kole Calhoun (SEA - DH,OF)",37,.203|10R|4HR|12RBI|1SB,https://www.fantasypros.com/mlb/players/kole-calhoun.php,Calhoun,".203|10R|4HR|12RBI|1SB
",MiLB,2023
911,Cole Sulser,ARI,RP,921.0,999.0,Cole Sulser (ARI - RP),86,2-3-1SV|4.59|1.40|9.72K9,https://www.fantasypros.com/mlb/players/cole-sulser.php,Sulser,"2-3-1SV|4.59|1.40|9.72K9
",,2023
912,Justyn-Henry Malloy,DET,3B,922.0,999.0,Justyn-Henry Malloy (DET - 3B),20,.240|6R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/justyn-henry-malloy.php,Malloy,".240|6R|1HR|5RBI|0SB
",MiLB,2023
913,Zack Thompson,STL,RP,923.0,999.0,Zack Thompson (STL - RP),79,2-3-0SV|4.51|1.38|8.15K9,https://www.fantasypros.com/mlb/players/zack-thompson-p.php,Thompson,"2-3-0SV|4.51|1.38|8.15K9
",,2023
914,Lewin Diaz,BAL,1B,924.0,999.0,Lewin Diaz (BAL - 1B),30,.216|8R|3HR|9RBI|0SB,https://www.fantasypros.com/mlb/players/lewin-diaz-1b.php,Diaz,".216|8R|3HR|9RBI|0SB
",MiLB,2023
915,Greg Weissert,NYY,RP,925.0,999.0,Greg Weissert (NYY - RP),76,2-2-0SV|4.63|1.33|9.66K9,https://www.fantasypros.com/mlb/players/greg-weissert.php,Weissert,"2-2-0SV|4.63|1.33|9.66K9
",,2023
916,Miles Mastrobuoni,CHC,2B,926.0,833.0,Miles Mastrobuoni (CHC - 2B),20,.248|6R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/miles-mastrobuoni.php,Mastrobuoni,".248|6R|1HR|5RBI|1SB
",,2023
917,Sam Hilliard,ATL,OF,927.0,821.0,Sam Hilliard (ATL - OF),39,.206|12R|4HR|11RBI|2SB,https://www.fantasypros.com/mlb/players/sam-hilliard.php,Hilliard,".206|12R|4HR|11RBI|2SB
",,2023
918,Nick Anderson,ATL,RP,928.0,999.0,Nick Anderson (ATL - RP),71,2-2-1SV|5.63|1.31|8.85K9,https://www.fantasypros.com/mlb/players/nick-anderson.php,Anderson,"2-2-1SV|5.63|1.31|8.85K9
",MiLB,2023
919,Josh Staumont,KC,RP,929.0,999.0,Josh Staumont (KC - RP),115,3-3-1SV|4.65|1.47|10.00K9,https://www.fantasypros.com/mlb/players/josh-staumont.php,Staumont,"3-3-1SV|4.65|1.47|10.00K9
",,2023
920,Ryan Yarbrough,KC,"RP,SP",930.0,772.0,"Ryan Yarbrough (KC - RP,SP)",131,5-8-0SV|4.86|1.38|6.19K9,https://www.fantasypros.com/mlb/players/ryan-yarbrough.php,Yarbrough,"5-8-0SV|4.86|1.38|6.19K9
",,2023
921,Jay Groome,SD,SP,931.0,874.0,Jay Groome (SD - SP),73,3-2-0SV|4.40|1.35|8.01K9,https://www.fantasypros.com/mlb/players/jay-groome.php,Groome,"3-2-0SV|4.40|1.35|8.01K9
",,2023
922,Brent Suter,COL,RP,932.0,895.0,Brent Suter (COL - RP),107,4-4-0SV|4.84|1.39|7.49K9,https://www.fantasypros.com/mlb/players/brent-suter.php,Suter,"4-4-0SV|4.84|1.39|7.49K9
",,2023
923,Spencer Howard,TEX,SP,933.0,923.0,Spencer Howard (TEX - SP),44,1-2-0SV|5.18|1.47|8.83K9,https://www.fantasypros.com/mlb/players/spencer-howard.php,Howard,"1-2-0SV|5.18|1.47|8.83K9
",,2023
924,Connor Seabold,COL,SP,934.0,930.0,Connor Seabold (COL - SP),65,3-5-0SV|5.61|1.50|7.69K9,https://www.fantasypros.com/mlb/players/connor-seabold.php,Seabold,"3-5-0SV|5.61|1.50|7.69K9
",,2023
925,Andre Jackson,LAD,RP,935.0,999.0,Andre Jackson (LAD - RP),39,1-2-0SV|5.60|1.50|8.13K9,https://www.fantasypros.com/mlb/players/andre-jackson.php,Jackson,"1-2-0SV|5.60|1.50|8.13K9
",,2023
926,Taylor Hearn,TEX,"RP,SP",936.0,999.0,"Taylor Hearn (TEX - RP,SP)",113,3-4-0SV|4.52|1.41|8.94K9,https://www.fantasypros.com/mlb/players/taylor-hearn.php,Hearn,"3-4-0SV|4.52|1.41|8.94K9
",,2023
927,Michael Pineda,FA,SP,937.0,775.0,Michael Pineda (FA - SP),79,4-6-0SV|5.01|1.39|6.22K9,https://www.fantasypros.com/mlb/players/michael-pineda.php,Pineda,"4-6-0SV|5.01|1.39|6.22K9
",FA,2023
928,Kyle Garlick,MIN,OF,938.0,804.0,Kyle Garlick (MIN - OF),36,.217|12R|4HR|11RBI|0SB,https://www.fantasypros.com/mlb/players/kyle-garlick.php,Garlick,".217|12R|4HR|11RBI|0SB
",MiLB,2023
929,Evan Reifert,TB,,939.0,999.0,Evan Reifert (TB - ),42,2-2-0SV|4.30|1.43|10.13K9,https://www.fantasypros.com/mlb/players/evan-reifert.php,Reifert,"2-2-0SV|4.30|1.43|10.13K9
",MiLB,2023
930,Travis Swaggerty,PIT,OF,940.0,860.0,Travis Swaggerty (PIT - OF),38,.222|11R|2HR|10RBI|3SB,https://www.fantasypros.com/mlb/players/travis-swaggerty.php,Swaggerty,".222|11R|2HR|10RBI|3SB
",,2023
931,Corbin Martin,ARI,SP,941.0,999.0,Corbin Martin (ARI - SP),33,1-2-0SV|5.89|1.65|8.32K9,https://www.fantasypros.com/mlb/players/corbin-martin.php,Martin,"1-2-0SV|5.89|1.65|8.32K9
",,2023
932,David Bote,CHC,2B,942.0,696.0,David Bote (CHC - 2B),23,.216|6R|2HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/david-bote.php,Bote,".216|6R|2HR|6RBI|0SB
",NRI,2023
933,Mason Thompson,WSH,RP,943.0,999.0,Mason Thompson (WSH - RP),84,2-4-1SV|4.75|1.38|7.70K9,https://www.fantasypros.com/mlb/players/mason-thompson.php,Thompson,"2-4-1SV|4.75|1.38|7.70K9
",,2023
934,Pedro Severino,SD,C,944.0,711.0,Pedro Severino (SD - C),30,.232|7R|2HR|9RBI|0SB,https://www.fantasypros.com/mlb/players/pedro-severino.php,Severino,".232|7R|2HR|9RBI|0SB
",NRI,2023
935,Otto Lopez,TOR,SS,945.0,999.0,Otto Lopez (TOR - SS),26,.269|6R|1HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/otto-lopez.php,Lopez,".269|6R|1HR|6RBI|1SB
",,2023
936,Taylor Trammell,SEA,OF,946.0,808.0,Taylor Trammell (SEA - OF),36,.206|12R|3HR|10RBI|2SB,https://www.fantasypros.com/mlb/players/taylor-trammell.php,Trammell,".206|12R|3HR|10RBI|2SB
",,2023
937,Luis Cessa,CIN,"RP,SP",947.0,999.0,"Luis Cessa (CIN - RP,SP)",147,5-7-0SV|4.52|1.36|7.02K9,https://www.fantasypros.com/mlb/players/luis-cessa.php,Cessa,"5-7-0SV|4.52|1.36|7.02K9
",,2023
938,Freddy Tarnok,OAK,RP,948.0,890.0,Freddy Tarnok (OAK - RP),46,1-1-0SV|4.79|1.33|9.00K9,https://www.fantasypros.com/mlb/players/freddy-tarnok.php,Tarnok,"1-1-0SV|4.79|1.33|9.00K9
",,2023
939,Tanner Rainey,WSH,RP,949.0,999.0,Tanner Rainey (WSH - RP),29,1-0-1SV|5.86|1.38|11.68K9,https://www.fantasypros.com/mlb/players/tanner-rainey.php,Rainey,"1-0-1SV|5.86|1.38|11.68K9
",,2023
940,Tyler Wade,OAK,2B,950.0,999.0,Tyler Wade (OAK - 2B),18,.222|7R|0HR|3RBI|3SB,https://www.fantasypros.com/mlb/players/tyler-wade.php,Wade,".222|7R|0HR|3RBI|3SB
",NRI,2023
941,Shelby Miller,LAD,RP,951.0,839.0,Shelby Miller (LAD - RP),83,2-3-0SV|5.14|1.46|9.87K9,https://www.fantasypros.com/mlb/players/shelby-miller.php,Miller,"2-3-0SV|5.14|1.46|9.87K9
",,2023
942,Mike Baumann,BAL,RP,952.0,912.0,Mike Baumann (BAL - RP),53,2-2-0SV|4.80|1.41|8.07K9,https://www.fantasypros.com/mlb/players/michael-baumann.php,Baumann,"2-2-0SV|4.80|1.41|8.07K9
",,2023
943,Sean Hjelle,SF,RP,953.0,999.0,Sean Hjelle (SF - RP),45,2-2-0SV|4.90|1.41|7.13K9,https://www.fantasypros.com/mlb/players/sean-hjelle.php,Hjelle,"2-2-0SV|4.90|1.41|7.13K9
",,2023
944,Ross Detwiler,FA,RP,954.0,999.0,Ross Detwiler (FA - RP),10,1-0-1SV|10.65|1.53|10.06K9,https://www.fantasypros.com/mlb/players/ross-detwiler.php,Detwiler,"1-0-1SV|10.65|1.53|10.06K9
",FA,2023
945,Mark Mathias,PIT,DH,955.0,736.0,Mark Mathias (PIT - DH),27,.240|7R|2HR|8RBI|2SB,https://www.fantasypros.com/mlb/players/mark-mathias.php,Mathias,".240|7R|2HR|8RBI|2SB
",,2023
946,Sheldon Neuse,FA,"2B,3B",956.0,999.0,"Sheldon Neuse (FA - 2B,3B)",17,.213|7R|1HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/sheldon-neuse.php,Neuse,".213|7R|1HR|6RBI|1SB
",FA,2023
947,Aristides Aquino,FA,OF,957.0,851.0,Aristides Aquino (FA - OF),25,.198|9R|3HR|10RBI|1SB,https://www.fantasypros.com/mlb/players/aristides-aquino.php,Aquino,".198|9R|3HR|10RBI|1SB
",FA,2023
948,Liover Peguero,PIT,SS,958.0,999.0,Liover Peguero (PIT - SS),13,.239|5R|0HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/liover-peguero.php,Peguero,".239|5R|0HR|4RBI|1SB
",MiLB,2023
949,Ryan Vilade,PIT,OF,959.0,999.0,Ryan Vilade (PIT - OF),18,.227|5R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/ryan-vilade.php,Vilade,".227|5R|1HR|4RBI|1SB
",MiLB,2023
950,Kyle Nelson,ARI,RP,960.0,785.0,Kyle Nelson (ARI - RP),89,2-2-0SV|4.63|1.41|8.51K9,https://www.fantasypros.com/mlb/players/kyle-nelson.php,Nelson,"2-2-0SV|4.63|1.41|8.51K9
",,2023
951,Yonny Hernandez,LAD,3B,961.0,999.0,Yonny Hernandez (LAD - 3B),43,.228|11R|1HR|7RBI|6SB,https://www.fantasypros.com/mlb/players/yonny-hernandez.php,Hernandez,".228|11R|1HR|7RBI|6SB
",,2023
952,Tucker Davidson,LAA,SP,963.0,770.0,Tucker Davidson (LAA - SP),93,3-5-0SV|4.81|1.44|7.62K9,https://www.fantasypros.com/mlb/players/joseph-davidson.php,Davidson,"3-5-0SV|4.81|1.44|7.62K9
",,2023
953,Jackson Kowar,KC,RP,964.0,999.0,Jackson Kowar (KC - RP),34,1-2-0SV|5.58|1.55|8.56K9,https://www.fantasypros.com/mlb/players/jackson-kowar.php,Kowar,"1-2-0SV|5.58|1.55|8.56K9
",MiLB,2023
954,Franchy Cordero,BAL,"1B,OF",965.0,879.0,"Franchy Cordero (BAL - 1B,OF)",47,.232|14R|4HR|13RBI|2SB,https://www.fantasypros.com/mlb/players/franchy-cordero.php,Cordero,".232|14R|4HR|13RBI|2SB
",NRI,2023
955,Ian Kennedy,TEX,RP,966.0,999.0,Ian Kennedy (TEX - RP),77,2-2-3SV|4.96|1.42|8.70K9,https://www.fantasypros.com/mlb/players/ian-kennedy.php,Kennedy,"2-2-3SV|4.96|1.42|8.70K9
",NRI,2023
956,Anthony Bender,MIA,RP,967.0,999.0,Anthony Bender (MIA - RP),18,1-0-1SV|9.64|1.26|9.89K9,https://www.fantasypros.com/mlb/players/anthony-bender.php,Bender,"1-0-1SV|9.64|1.26|9.89K9
",IL60,2023
957,Sam Long,SF,"RP,SP",968.0,916.0,"Sam Long (SF - RP,SP)",83,2-2-0SV|4.57|1.39|8.18K9,https://www.fantasypros.com/mlb/players/sam-long.php,Long,"2-2-0SV|4.57|1.39|8.18K9
",MiLB,2023
958,Tony Santillan,CIN,RP,969.0,999.0,Tony Santillan (CIN - RP),99,2-3-1SV|4.77|1.44|9.86K9,https://www.fantasypros.com/mlb/players/antonio-santillan.php,Santillan,"2-3-1SV|4.77|1.44|9.86K9
",,2023
959,Touki Toussaint,CLE,RP,970.0,999.0,Touki Toussaint (CLE - RP),41,1-1-0SV|5.24|1.47|9.17K9,https://www.fantasypros.com/mlb/players/touki-toussaint.php,Toussaint,"1-1-0SV|5.24|1.47|9.17K9
",MiLB,2023
960,Max Castillo,KC,"RP,SP",971.0,910.0,"Max Castillo (KC - RP,SP)",55,2-2-0SV|4.77|1.39|7.65K9,https://www.fantasypros.com/mlb/players/maximo-castillo.php,Castillo,"2-2-0SV|4.77|1.39|7.65K9
",MiLB,2023
961,Ben Rortvedt,NYY,C,972.0,999.0,Ben Rortvedt (NYY - C),21,.203|6R|2HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/benjamin-rortvedt.php,Rortvedt,".203|6R|2HR|7RBI|0SB
",,2023
962,Francisco Morales,PHI,RP,973.0,999.0,Francisco Morales (PHI - RP),10,1-1-0SV|8.00|1.65|8.41K9,https://www.fantasypros.com/mlb/players/francisco-morales.php,Morales,"1-1-0SV|8.00|1.65|8.41K9
",MiLB,2023
963,Peyton Burdick,MIA,OF,974.0,999.0,Peyton Burdick (MIA - OF),24,.206|9R|2HR|8RBI|1SB,https://www.fantasypros.com/mlb/players/peyton-burdick.php,Burdick,".206|9R|2HR|8RBI|1SB
",MiLB,2023
964,Terrin Vavra,BAL,2B,975.0,830.0,Terrin Vavra (BAL - 2B),46,.252|13R|2HR|11RBI|2SB,https://www.fantasypros.com/mlb/players/terrin-vavra.php,Vavra,".252|13R|2HR|11RBI|2SB
",,2023
965,Paolo Espino,WSH,"RP,SP",976.0,778.0,"Paolo Espino (WSH - RP,SP)",117,3-5-0SV|4.86|1.36|7.22K9,https://www.fantasypros.com/mlb/players/paolo-espino.php,Espino,"3-5-0SV|4.86|1.36|7.22K9
",,2023
966,Jose Herrera,ARI,C,977.0,999.0,Jose Herrera (ARI - C),23,.222|8R|1HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/jose-herrera.php,Herrera,".222|8R|1HR|7RBI|0SB
",,2023
967,Justin Dunn,CIN,SP,978.0,896.0,Justin Dunn (CIN - SP),51,2-4-0SV|5.90|1.59|7.20K9,https://www.fantasypros.com/mlb/players/justin-dunn.php,Dunn,"2-4-0SV|5.90|1.59|7.20K9
",,2023
968,Andrew Velazquez,LAA,SS,979.0,706.0,Andrew Velazquez (LAA - SS),30,.213|11R|2HR|9RBI|5SB,https://www.fantasypros.com/mlb/players/andrew-velazquez.php,Velazquez,".213|11R|2HR|9RBI|5SB
",,2023
969,Gilberto Celestino,MIN,OF,980.0,856.0,Gilberto Celestino (MIN - OF),36,.232|11R|1HR|9RBI|2SB,https://www.fantasypros.com/mlb/players/gilberto-celestino.php,Celestino,".232|11R|1HR|9RBI|2SB
",,2023
970,Carlos Hernandez,KC,"RP,SP",981.0,902.0,"Carlos Hernandez (KC - RP,SP)",49,1-2-0SV|5.09|1.49|6.91K9,https://www.fantasypros.com/mlb/players/carlos-hernandez.php,Hernandez,"1-2-0SV|5.09|1.49|6.91K9
",,2023
971,Kolby Allard,ATL,RP,982.0,999.0,Kolby Allard (ATL - RP),54,2-2-0SV|4.92|1.32|8.09K9,https://www.fantasypros.com/mlb/players/kolby-allard.php,Allard,"2-2-0SV|4.92|1.32|8.09K9
",,2023
972,Leury Garcia,CWS,"2B,OF",983.0,656.0,"Leury Garcia (CWS - 2B,OF)",74,.247|22R|3HR|18RBI|2SB,https://www.fantasypros.com/mlb/players/leury-garcia.php,Garcia,".247|22R|3HR|18RBI|2SB
",,2023
973,Reiver Sanmartin,CIN,RP,984.0,999.0,Reiver Sanmartin (CIN - RP),110,3-3-1SV|4.59|1.43|8.13K9,https://www.fantasypros.com/mlb/players/reiver-sanmartin.php,Sanmartin,"3-3-1SV|4.59|1.43|8.13K9
",,2023
974,Jeter Downs,WSH,2B,985.0,783.0,Jeter Downs (WSH - 2B),25,.207|8R|2HR|7RBI|2SB,https://www.fantasypros.com/mlb/players/jeter-downs.php,Downs,".207|8R|2HR|7RBI|2SB
",,2023
975,Wil Crowe,PIT,RP,986.0,868.0,Wil Crowe (PIT - RP),130,3-5-2SV|4.76|1.45|8.02K9,https://www.fantasypros.com/mlb/players/william-crowe.php,Crowe,"3-5-2SV|4.76|1.45|8.02K9
",,2023
976,Justus Sheffield,SEA,RP,987.0,999.0,Justus Sheffield (SEA - RP),30,1-1-0SV|5.33|1.49|7.01K9,https://www.fantasypros.com/mlb/players/justus-sheffield.php,Sheffield,"1-1-0SV|5.33|1.49|7.01K9
",MiLB,2023
977,Brandon Williamson,CIN,SP,988.0,999.0,Brandon Williamson (CIN - SP),54,2-3-0SV|5.09|1.53|8.16K9,https://www.fantasypros.com/mlb/players/brandon-williamson.php,Williamson,"2-3-0SV|5.09|1.53|8.16K9
",,2023
978,Jonah Bride,OAK,"2B,3B",989.0,999.0,"Jonah Bride (OAK - 2B,3B)",37,.230|10R|1HR|8RBI|0SB,https://www.fantasypros.com/mlb/players/jonah-bride.php,Bride,".230|10R|1HR|8RBI|0SB
",MiLB,2023
979,Willie Calhoun,NYY,DH,990.0,897.0,Willie Calhoun (NYY - DH),29,.230|7R|2HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/willie-calhoun.php,Calhoun,".230|7R|2HR|7RBI|0SB
",NRI,2023
980,Alex Colome,WSH,RP,991.0,683.0,Alex Colome (WSH - RP),94,2-4-3SV|4.79|1.44|7.26K9,https://www.fantasypros.com/mlb/players/alexander-colome.php,Colome,"2-4-3SV|4.79|1.44|7.26K9
",NRI,2023
981,Ryan Feltner,COL,SP,992.0,768.0,Ryan Feltner (COL - SP),113,4-7-0SV|5.15|1.45|7.81K9,https://www.fantasypros.com/mlb/players/ryan-feltner.php,Feltner,"4-7-0SV|5.15|1.45|7.81K9
",,2023
982,Caleb Smith,PIT,RP,993.0,999.0,Caleb Smith (PIT - RP),71,2-1-0SV|4.79|1.38|8.90K9,https://www.fantasypros.com/mlb/players/caleb-smith.php,Smith,"2-1-0SV|4.79|1.38|8.90K9
",MiLB,2023
